"","TOWN11CD","TOWN11NM","POPULATION_2011","SIZE_FLAG","RGN11NM","COASTAL","COASTAL DETAILED","TTWA11CD","TTWA11NM","TTWA CLASSIFICATION","JOB DENSITY FLAG","INCOME FLAG","UNIVERSITY FLAG","Level4Qual_residents35-64_2011","KS4_2012-2013_counts","Key Stage 2 attainment_school year 2007 to 2008","Key Stage 4 attainment_school year 2012 to 2013","Level 2 at age 18","Level 3 at age 18","Activity at age 19: full-time higher education","Activity at age 19: sustained further education","Activity at age 19: appprenticeships","Activity at age 19: employment with earnings above £0","Activity at age 19: employment with earnings above £10,000","Activity at age 19: out-of-work","Highest level qualification achieved by age 22: less than level 1","Highest level qualification achieved by age 22: level 1 to level 2","Highest level qualification achieved by age 22: level 3 to level 5","Highest level qualification achieved by age 22: level 6 or above","Highest level qualification achieved b age 22: average score","Education Score"
"136","E34001434","Louth BUA",16419,"Small Towns","East Midlands","Non-coastal","Smaller non-coastal town","E30000264","Skegness and Louth","Majority town and city (small)","Working","Higher deprivation towns","No university","Low",184,46.7032967032967,59.2391304347826,76.0869565217391,46.195652173913,"29.891304347826086","20.108695652173914","8.695652173913043","42.934782608695656","19.565217391304348","11.413043478260869","*","28.3","45.1","24.5",3.375,-4.090837485
"137","E34001445","Ashington (Northumberland) BUA",27670,"Medium Towns","North East","Coastal","Large other coastal town","E30000173","Blyth and Ashington","Majority town and city (small)","Mixed","Higher deprivation towns","No university","Low",348,58.600583090379,47.9885057471264,84.7262247838617,39.193083573487,"22.988505747126435","32.183908045977013","16.954022988505745","42.816091954022987","17.816091954022991","17.52873563218391","3.7","30.6","44.3","21.4",3.27586206896552,-4.708610354
"138","E34001461","Newmarket BUA",20384,"Medium Towns","East of England","Non-coastal","Large non-coastal town","E30000186","Cambridge","Majority town and city (Large Towns)","Working","Lower deprivation towns","No university","Low",157,76.5822784810127,50.3184713375796,75.1592356687898,38.2165605095541,"19.108280254777071","21.656050955414013","15.286624203821656","58.598726114649679","38.853503184713375","*","*","36.700000000000003","39.9","19",3.03184713375796,-3.130722094
"139","E34001475","Culcheth BUA",6708,"Small Towns","North West","Non-coastal","Smaller non-coastal town","E30000284","Warrington and Wigan","Majority conurbation","Residential","Lower deprivation towns","No university","High",88,88.5057471264368,76.1363636363636,93.1818181818182,68.1818181818182,"45.454545454545453","22.727272727272727","14.772727272727273","47.727272727272727","19.318181818181817","*","*","15.1","48.8","34.9",3.92045454545455,5.98289748
"140","E34001481","Heswall BUA",29789,"Medium Towns","North West","Non-coastal","Large non-coastal town","E30000168","Birkenhead","Majority conurbation","Residential","Lower deprivation towns","No university","High",315,87.1710526315789,80,91.4285714285714,65.7142857142857,"52.380952380952387","19.365079365079367","12.380952380952381","47.301587301587297","14.285714285714285","5.0793650793650791","*","14","42.7","43",4.16507936507937,6.668239188
"141","E34001491","Sheerness BUA",11938,"Small Towns","South East","Coastal","Smaller seaside town","E30000242","Medway","Majority town and city (Large Towns)","Mixed","Higher deprivation towns","No university","Low",160,53.7142857142857,35,79.375,21.875,"15.625","18.75","9.375","32.5","18.75","21.875","*","50.3","32.9","*",2.675,-9.79178081
"142","E34001493","Driffield BUA",13080,"Small Towns","Yorkshire and The Humber","Non-coastal","Smaller non-coastal town","E30000220","Hull","Majority town and city (Large Towns)","Residential","Lower deprivation towns","No university","Low",150,74.8251748251748,52,87.3333333333333,53.3333333333333,"33.333333333333329","26","12","50","22","*","*","22.5","47","29.8",3.68666666666667,0.005535486
"143","E34001504","Retford BUA",22023,"Medium Towns","East Midlands","Non-coastal","Large non-coastal town","E30000291","Worksop and Retford","Majority town and city (small)","Mixed","Higher deprivation towns","No university","Low",235,77.9735682819383,56.5957446808511,74.0425531914894,32.3404255319149,"23.404255319148938","25.106382978723403","17.446808510638299","48.936170212765958","22.127659574468083","13.191489361702127","*","39.1","39.1","19.3",3.16170212765957,-2.510765203
"144","E34001518","Radcliffe on Trent BUA",7510,"Small Towns","East Midlands","Non-coastal","Smaller non-coastal town","E30000249","Nottingham","Majority conurbation","Residential","Lower deprivation towns","No university","High",73,86.6666666666667,68.4931506849315,95.8904109589041,57.5342465753425,"47.945205479452049","16.43835616438356","*","43.835616438356162","21.917808219178081","*","*","23.9","33.799999999999997","42.3",4.0958904109589,4.545060749
"145","E34001520","Ruskington BUA",5637,"Small Towns","East Midlands","Non-coastal","Smaller non-coastal town","E30000231","Lincoln","Majority town and city (Large Towns)","Residential","Mid deprivation towns","No university","Low",60,86.8852459016393,63.3333333333333,91.6666666666667,63.3333333333333,"41.666666666666671","18.333333333333332","*","53.333333333333336","23.333333333333332","*","*","23","34.4","41",3.91666666666667,4.080634357
"146","E34001537","Wigton BUA",5831,"Small Towns","North West","Non-coastal","Smaller non-coastal town","K01000010","Carlisle","Majority town and city (Large Towns)","Working","Mid deprivation towns","No university","Low",89,73.8095238095238,57.3033707865169,82.0224719101124,51.685393258427,"33.707865168539328","22.471910112359549","15.730337078651685","42.696629213483142","24.719101123595504","*","*","22.7","38.6","34.1",3.60674157303371,0.040913958
"147","E34001545","Leominster BUA",10938,"Small Towns","West Midlands","Non-coastal","Smaller non-coastal town","E30000216","Hereford","Majority rural","Mixed","Higher deprivation towns","No university","Low",113,63.3928571428571,44.2477876106195,76.9911504424779,37.1681415929204,"22.123893805309734","24.778761061946902","16.814159292035399","55.752212389380531","25.663716814159294","8.8495575221238933","*","45.9","34.200000000000003","*",3.04424778761062,-5.341426577
"148","E34001604","Bodmin BUA",14614,"Small Towns","South West","Non-coastal","Smaller non-coastal town","E30000270","St Austell and Newquay","Majority rural","Working","Higher deprivation towns","No university","Low",183,72.3404255319149,56.2841530054645,80.8743169398907,41.5300546448087,"24.590163934426229","18.032786885245901","11.475409836065573","54.644808743169406","26.229508196721312","10.928961748633879","*","37.5","39.1","21.7",3.18032786885246,-2.329007892
"149","E34001609","Caister-on-Sea BUA",8901,"Small Towns","East of England","Coastal","Smaller seaside town","E30000210","Great Yarmouth","Majority town and city (small)","Residential","Higher deprivation towns","No university","Low",90,83.3333333333333,53.3333333333333,82.2222222222222,36.6666666666667,"22.222222222222221","30","17.777777777777779","54.444444444444443","26.666666666666668","*","*","24.4","51.1","*",3.38888888888889,-1.183723077
"150","E34001645","Devizes BUA",18064,"Small Towns","South West","Non-coastal","Smaller non-coastal town","E30000280","Trowbridge","Majority town and city (small)","Working","Mid deprivation towns","No university","Medium",220,60.9137055837564,52.7272727272727,79.5454545454545,40.9090909090909,"29.545454545454547","19.545454545454547","11.363636363636363","51.363636363636367","27.27272727272727","8.6363636363636367","*","29.4","40.799999999999997","27.5",3.45,-3.329351471
"151","E34001686","Cotgrave BUA",7203,"Small Towns","East Midlands","Non-coastal","Smaller non-coastal town","E30000249","Nottingham","Majority conurbation","Residential","Mid deprivation towns","No university","Low",90,92.0792079207921,50,81.1111111111111,41.1111111111111,"27.777777777777779","21.111111111111111","12.222222222222221","52.222222222222229","26.666666666666668","*","*","33","37.4","27.5",3.4,-0.056459409
"152","E34001696","Wingate BUA",5134,"Small Towns","North East","Non-coastal","Smaller non-coastal town","E30000275","Sunderland","Majority conurbation","Residential","Higher deprivation towns","No university","Low",57,78.3333333333333,63.1578947368421,80.7017543859649,45.6140350877193,"26.315789473684209","29.82456140350877","26.315789473684209","49.122807017543856","29.82456140350877","17.543859649122805","*","34.5","43.6","*",3.19298245614035,-0.543272318
"153","E34001704","Elland BUA",15625,"Small Towns","Yorkshire and The Humber","Non-coastal","Smaller non-coastal town","E30000029","Halifax","Majority conurbation","Working","Higher deprivation towns","No university","Low",178,77.4358974358974,62.3595505617977,86.5168539325843,48.314606741573,"33.707865168539328","22.471910112359549","17.977528089887642","44.943820224719097","20.786516853932586","11.235955056179774","*","29.4","41.7","27.8",3.46629213483146,0.274798841
"154","E34001711","Bishop's Stortford BUA",37838,"Medium Towns","East of England","Non-coastal","Large non-coastal town","E30000186","Cambridge","Majority town and city (Large Towns)","Working","Lower deprivation towns","No university","Medium",479,85.9340659340659,76.2004175365344,93.3194154488518,69.1022964509395,"53.235908141962419","11.064718162839249","6.2630480167014611","39.248434237995831","18.580375782881003","2.7139874739039667","*","16.600000000000001","37.700000000000003","45.1",4.1544885177453,6.420747235
"155","E34001715","Kenilworth BUA",22413,"Medium Towns","West Midlands","Non-coastal","Large non-coastal town","E30000228","Leamington Spa","Majority town and city (small)","Residential","Lower deprivation towns","No university","High",242,85.9574468085106,82.6446280991736,95.0413223140496,74.7933884297521,"55.785123966942152","14.049586776859504","7.8512396694214877","38.429752066115704","14.049586776859504","*","*","15","38.799999999999997","45.8",4.23553719008264,7.796484011
"156","E34001733","Hungerford BUA",5100,"Small Towns","South East","Non-coastal","Smaller non-coastal town","E30000244","Newbury","Majority town and city (small)","Working","Lower deprivation towns","No university","Medium",49,78.4313725490196,55.1020408163265,79.5918367346939,48.9795918367347,"20.408163265306122","*","*","55.102040816326522","38.775510204081634","*","*","*","63.8","*",3.59183673469388,0.082611978
"157","E34001739","Countesthorpe BUA",6377,"Small Towns","East Midlands","Non-coastal","Smaller non-coastal town","E30000230","Leicester","Majority town and city (Large Towns)","Residential","Lower deprivation towns","No university","Medium",84,89.1566265060241,76.1904761904762,92.8571428571429,69.0476190476191,"41.666666666666671","16.666666666666664","11.904761904761903","47.619047619047613","21.428571428571427","*","*","14.1","43.5","41.2",4.07142857142857,6.56252782
"158","E34001750","Easington (County Durham) BUA",7193,"Small Towns","North East","Coastal","Smaller other coastal town","E30000275","Sunderland","Majority conurbation","Residential","Higher deprivation towns","No university","Low",99,64.4859813084112,68.6868686868687,90.9090909090909,37.3737373737374,"25.252525252525253","23.232323232323232","14.14141414141414","45.454545454545453","17.171717171717169","15.151515151515152","*","29.9","47.4","*",3.3030303030303,-2.055701844
"159","E34001759","New Romney BUA",9674,"Small Towns","South East","Coastal","Smaller seaside town","E30000208","Folkestone and Dover","Majority town and city (small)","Mixed","Higher deprivation towns","No university","Low",101,64.3564356435644,50.4950495049505,74.2574257425743,32.6732673267327,"24.752475247524753","15.841584158415841","*","39.603960396039604","17.82178217821782","*","*","51","23","25",3.15841584158416,-4.694684002
"160","E34001766","Highworth BUA",7886,"Small Towns","South West","Non-coastal","Smaller non-coastal town","E30000276","Swindon","Majority town and city (Large Towns)","Residential","Lower deprivation towns","No university","Medium",113,76.7857142857143,69.9115044247788,88.4955752212389,51.3274336283186,"26.548672566371685","22.123893805309734","12.389380530973451","61.06194690265486","28.318584070796462","*","*","21.1","47.4","30.7",3.64601769911504,1.715773536
"161","E34001807","Washingborough BUA",6463,"Small Towns","East Midlands","Non-coastal","Smaller non-coastal town","E30000231","Lincoln","Majority town and city (Large Towns)","Residential","Lower deprivation towns","No university","Medium",72,69.2307692307692,72.2222222222222,88.8888888888889,56.9444444444444,"34.722222222222221","19.444444444444446","*","51.388888888888886","25","*","*","24.3","48.6","*",3.52777777777778,1.230205901
"162","E34001850","South Ockendon BUA",19460,"Small Towns","East of England","Non-coastal","Smaller non-coastal town","E30000234","London","Majority conurbation","Residential","Higher deprivation towns","No university","Low",262,67.3003802281369,54.9618320610687,93.1297709923664,37.7862595419847,"20.992366412213741","16.793893129770993","12.595419847328243","48.091603053435115","27.862595419847331","8.778625954198473","*","29.1","52.5","17.2",3.20229007633588,-3.326532717
"163","E34001881","Chipping Norton BUA",5719,"Small Towns","South East","Non-coastal","Smaller non-coastal town","E30000250","Oxford","Majority town and city (Large Towns)","Working","Lower deprivation towns","No university","Medium",74,70.1492537313433,63.5135135135135,89.1891891891892,56.7567567567568,"40.54054054054054","14.864864864864865","*","56.756756756756758","25.675675675675674","*","*","19.2","53.4","*",3.59459459459459,0.645531654
"164","E34001895","West Chiltington Common BUA",7474,"Small Towns","South East","Non-coastal","Smaller non-coastal town","E30000196","Crawley","Majority town and city (Large Towns)","Mixed","Lower deprivation towns","No university","Medium",66,82.5396825396825,68.1818181818182,95.4545454545455,56.0606060606061,"37.878787878787875","*","*","50","24.242424242424242","*","*","26.5","36.799999999999997","36.799999999999997",3.75757575757576,2.955442566
"165","E34001896","New Rossington BUA",13537,"Small Towns","Yorkshire and The Humber","Non-coastal","Smaller non-coastal town","E30000201","Doncaster","Majority conurbation","Residential","Higher deprivation towns","No university","Low",158,65.8536585365854,60.7594936708861,63.9240506329114,27.8481012658228,"18.9873417721519","29.746835443037973","20.253164556962027","44.303797468354425","24.050632911392405","18.354430379746837","*","45.6","36.700000000000003","15.8",2.96835443037975,-4.46402942
"166","E34001940","Brightlingsea BUA",8076,"Small Towns","East of England","Coastal","Smaller other coastal town","E30000193","Colchester","Majority town and city (Large Towns)","Residential","Mid deprivation towns","No university","Low",91,71.2871287128713,68.1318681318681,86.8131868131868,49.4505494505495,"27.472527472527474","24.175824175824175","15.384615384615385","57.142857142857139","21.978021978021978","*","*","26.9","51.6","*",3.34065934065934,-0.124779673
"167","E34001958","Stanford-le-Hope BUA",28725,"Medium Towns","East of England","Non-coastal","Large non-coastal town","E30000268","Southend","Majority town and city (Large Towns)","Residential","Mid deprivation towns","No university","Low",359,74.4505494505495,63.7883008356546,88.5793871866295,42.3398328690808,"16.713091922005571","23.398328690807798","17.548746518105848","56.545961002785518","38.718662952646241","8.9136490250696383","*","30.3","55.6","13.9",3.0891364902507,-1.519621899
"168","E34001962","Yeovil BUA",45784,"Medium Towns","South West","Non-coastal","Large non-coastal town","E30000293","Yeovil","Majority rural","Working","Higher deprivation towns","No university","Low",566,73.2743362831858,56.3604240282686,80.9187279151943,39.9293286219081,"20.318021201413426","24.204946996466433","16.431095406360424","60.600706713780916","32.862190812720847","7.9505300353356887","1.9","31.9","48.6","17.600000000000001",3.10424028268551,-2.566804564
"169","E34001966","North Baddesley BUA",6823,"Small Towns","South East","Non-coastal","Smaller non-coastal town","E30000267","Southampton","Majority town and city (Large Towns)","Residential","Lower deprivation towns","No university","Medium",59,76.1194029850746,71.1864406779661,86.4406779661017,59.3220338983051,"42.372881355932201","20.33898305084746","*","64.406779661016941","32.20338983050847","*","*","*","56.9","*",3.54237288135593,2.191094304
"170","E34001982","Amesbury BUA",10116,"Small Towns","South West","Non-coastal","Smaller non-coastal town","E30000258","Salisbury","Majority rural","Mixed","Lower deprivation towns","No university","Medium",162,65,56.1728395061728,80.2469135802469,47.5308641975309,"24.691358024691358","16.666666666666664","9.8765432098765427","57.407407407407405","39.506172839506171","*","*","26.3","53.8","18.8",3.2716049382716,-2.411504279
"171","E34001993","Crook BUA",9498,"Small Towns","North East","Non-coastal","Smaller non-coastal town","E30000203","Durham and Bishop Auckland","Majority rural","Residential","Higher deprivation towns","No university","Low",110,69.1666666666667,65.4545454545455,92.7272727272727,41.8181818181818,"22.727272727272727","28.18181818181818","10.909090909090908","38.181818181818187","20","19.090909090909093","*","25.5","50.9","22.7",3.46363636363636,-0.980249672
"172","E34002010","Shipston-on-Stour BUA",5038,"Small Towns","West Midlands","Non-coastal","Smaller non-coastal town","E30000228","Leamington Spa","Majority town and city (small)","Residential","Lower deprivation towns","No university","Medium",49,74.468085106383,59.1836734693878,81.6326530612245,53.0612244897959,"40.816326530612244","20.408163265306122","*","46.938775510204081","*","*","*","*","37.5","*",3.97959183673469,1.465412296
"173","E34002041","Maldon BUA",21462,"Medium Towns","East of England","Non-coastal","Large non-coastal town","E30000188","Chelmsford","Majority town and city (Large Towns)","Working","Mid deprivation towns","No university","Medium",284,71.8213058419244,60.5633802816901,79.2253521126761,53.8732394366197,"31.690140845070424","16.901408450704224","12.676056338028168","53.16901408450704","29.577464788732392","9.1549295774647899","*","30.8","38.799999999999997","28",3.36971830985915,-0.334002038
"174","E34002053","Sudbury BUA",22213,"Medium Towns","East of England","Non-coastal","Large non-coastal town","E30000184","Bury St Edmunds","Majority rural","Working","Mid deprivation towns","No university","Low",300,56.4748201438849,46,77.3333333333333,39.3333333333333,"30","18","11.666666666666666","50.333333333333329","22.666666666666664","8.6666666666666679","4.3","34.299999999999997","34.700000000000003","26.7",3.29666666666667,-5.084834842
"175","E34002054","Brandon (County Durham) BUA",9566,"Small Towns","North East","Non-coastal","Smaller non-coastal town","E30000203","Durham and Bishop Auckland","Majority rural","Working","Higher deprivation towns","No university","Low",108,78.1512605042017,60.1851851851852,85.1851851851852,49.0740740740741,"27.777777777777779","32.407407407407405","19.444444444444446","42.592592592592595","17.592592592592592","12.962962962962962","*","22.7","48.2","27.3",3.58333333333333,0.537506979
"176","E34002061","Ormskirk BUA",24073,"Medium Towns","North West","Non-coastal","Large non-coastal town","E30000233","Liverpool","Majority conurbation","Mixed","Lower deprivation towns","University","Medium",221,89.0350877192982,74.6606334841629,90.9502262443439,66.0633484162896,"52.036199095022631","17.647058823529413","9.9547511312217196","46.153846153846153","12.669683257918551","6.3348416289592757","*","11.7","43.2","42.8",4.10859728506787,6.233039216
"177","E34002074","Blyth (Northumberland) BUA",37339,"Medium Towns","North East","Coastal","Large other coastal town","E30000173","Blyth and Ashington","Majority town and city (small)","Residential","Higher deprivation towns","No university","Low",452,56.7099567099567,39.8230088495575,71.0176991150443,35.8407079646018,"24.336283185840706","27.876106194690266","19.469026548672566","43.141592920353986","22.123893805309734","18.584070796460178","4","35","41","20",3.16150442477876,-6.357467729
"178","E34002085","Holbeach BUA",7914,"Small Towns","East Midlands","Non-coastal","Smaller non-coastal town","E30000124","Spalding","Majority rural","Residential","Higher deprivation towns","No university","Low",90,72.0430107526882,60,81.1111111111111,43.3333333333333,"22.222222222222221","23.333333333333332","17.777777777777779","47.777777777777779","26.666666666666668","*","*","32.6","44.6","*",3.21111111111111,-1.749072267
"179","E34002105","East Horsley BUA",5866,"Small Towns","South East","Non-coastal","Smaller non-coastal town","E30000212","Guildford and Aldershot","Majority town and city (Large Towns)","Residential","Lower deprivation towns","No university","High",35,89.4736842105263,88.5714285714286,94.2857142857143,82.8571428571429,"57.142857142857139","*","*","45.714285714285715","*","*","*","*","35.299999999999997","*",4.68571428571429,10.77155677
"180","E34002125","Burwell BUA",6309,"Small Towns","East of England","Non-coastal","Smaller non-coastal town","E30000186","Cambridge","Majority town and city (Large Towns)","Residential","Lower deprivation towns","No university","Medium",73,70.2702702702703,78.0821917808219,90.4109589041096,69.8630136986301,"41.095890410958901","16.43835616438356","*","52.054794520547944","28.767123287671232","*","*","16.2","41.9","40.5",4,4.403636341
"181","E34002141","Darlington BUA",92363,"Large Towns","North East","Non-coastal","Large non-coastal town","E30000199","Darlington","Majority town and city (Large Towns)","Working","Higher deprivation towns","No university","Low",1045,70.15065913371,62.5837320574163,81.5311004784689,47.5598086124402,"29.186602870813399","22.200956937799042","14.928229665071772","46.411483253588514","22.488038277511961","13.492822966507175","2.5","26.1","46.6","24.8",3.40382775119617,-0.800938807
"182","E34002160","Axminster BUA",5761,"Small Towns","South West","Non-coastal","Smaller non-coastal town","E30000263","Sidmouth","Majority rural","Mixed","Mid deprivation towns","No university","Low",64,74.5454545454545,53.125,85.9375,40.625,"23.4375","28.125","18.75","60.9375","25","*","*","34.4","48.4","*",3.109375,-2.660956487
"183","E34002161","Looe BUA",5112,"Small Towns","South West","Coastal","Smaller seaside town","E30000232","Liskeard","Majority rural","Mixed","Higher deprivation towns","No university","Medium",56,68.6274509803922,66.0714285714286,83.9285714285714,51.7857142857143,"26.785714285714285","30.357142857142854","19.642857142857142","42.857142857142854","19.642857142857142","*","*","20.7","51.7","*",3.48214285714286,-0.038425825
"184","E34002164","Southwater BUA",8692,"Small Towns","South East","Non-coastal","Smaller non-coastal town","E30000196","Crawley","Majority town and city (Large Towns)","Residential","Lower deprivation towns","No university","Medium",108,78.7610619469027,75.9259259259259,94.4444444444444,69.4444444444444,"37.037037037037038","17.592592592592592","12.037037037037036","62.037037037037038","35.185185185185183","*","*","14.8","52.8","32.4",3.80555555555556,4.609741018
"185","E34002172","Cranfield BUA",5369,"Small Towns","East of England","Non-coastal","Smaller non-coastal town","E30000166","Bedford","Majority town and city (Large Towns)","Working","Lower deprivation towns","University","Medium",49,82.258064516129,71.4285714285714,87.7551020408163,57.1428571428571,"30.612244897959183","34.693877551020407","26.530612244897959","71.428571428571431","48.979591836734691","*","*","21.6","47.1","*",3.59183673469388,2.879243467
"186","E34002176","Norton Canes BUA",7479,"Small Towns","West Midlands","Non-coastal","Smaller non-coastal town","E30000288","Wolverhampton and Walsall","Majority conurbation","Working","Higher deprivation towns","No university","Low",80,56.9767441860465,37.5,78.75,41.25,"25","22.5","15","43.75","22.5","12.5","*","34.6","41","*",3.1125,-6.207951854
"187","E34002180","Newquay BUA",20189,"Medium Towns","South West","Coastal","Large seaside town","E30000270","St Austell and Newquay","Majority rural","Mixed","Higher deprivation towns","No university","Low",214,75.4716981132076,58.411214953271,84.5794392523365,50.9345794392523,"28.037383177570092","15.420560747663551","6.0747663551401869","45.32710280373832","16.822429906542055","6.0747663551401869","*","30.4","45.8","23.4",3.35514018691589,-0.421589109
"188","E34002182","Hemsworth BUA",9246,"Small Towns","Yorkshire and The Humber","Non-coastal","Smaller non-coastal town","E30000283","Wakefield and Castleford","Majority town and city (Large Towns)","Residential","Higher deprivation towns","No university","Low",114,58.0952380952381,43.859649122807,74.5614035087719,35.0877192982456,"21.929824561403507","21.929824561403507","11.403508771929824","52.631578947368418","26.315789473684209","12.280701754385964","*","40.4","36","*",2.87719298245614,-6.653926141
"189","E34002191","Lightwater BUA",6791,"Small Towns","South East","Non-coastal","Smaller non-coastal town","E30000212","Guildford and Aldershot","Majority town and city (Large Towns)","Residential","Lower deprivation towns","No university","Medium",64,94.2028985507246,70.3125,90.625,67.1875,"54.6875","*","*","50","17.1875","*","*","17.2","35.9","46.9",4.203125,6.774061908
"190","E34002199","Bewdley BUA",8571,"Small Towns","West Midlands","Non-coastal","Smaller non-coastal town","E30000289","Worcester and Kidderminster","Majority town and city (Large Towns)","Residential","Mid deprivation towns","No university","Medium",81,66.6666666666667,70.3703703703704,86.25,62.5,"43.209876543209873","18.518518518518519","12.345679012345679","41.975308641975303","16.049382716049383","*","*","14.6","46.3","36.6",3.8641975308642,2.179427199
"191","E34002202","Sawtry BUA",5252,"Small Towns","East of England","Non-coastal","Smaller non-coastal town","E30000221","Huntingdon","Majority rural","Residential","Lower deprivation towns","No university","Medium",85,81.6091954022989,61.1764705882353,89.4117647058824,45.8823529411765,"41.17647058823529","14.117647058823529","*","60","31.764705882352938","*","*","16.5","47.1","35.299999999999997",3.83529411764706,1.457590086
"192","E34002212","Millom BUA",5980,"Small Towns","North West","Non-coastal","Smaller non-coastal town","E30000286","Whitehaven","Majority rural","Residential","Higher deprivation towns","No university","Low",80,61.5384615384615,37.5,85,31.25,"12.5","43.75","30","47.5","28.749999999999996","12.5","*","35.4","49.4","*",2.9875,-6.915157397
"193","E34002254","Thirsk BUA",9953,"Small Towns","Yorkshire and The Humber","Non-coastal","Smaller non-coastal town","E30000246","Northallerton","Majority rural","Residential","Mid deprivation towns","No university","Medium",104,72.4489795918367,57.6923076923077,74.0384615384615,40.3846153846154,"33.653846153846153","19.230769230769234","14.423076923076922","62.5","33.653846153846153","*","*","38.200000000000003","36.299999999999997","24.5",3.36538461538462,-1.764391177
"194","E34002257","Huntingdon BUA",23937,"Medium Towns","East of England","Non-coastal","Large non-coastal town","E30000221","Huntingdon","Majority rural","Working","Mid deprivation towns","No university","Medium",308,64.8648648648649,50.3246753246753,74.3506493506494,38.3116883116883,"25.97402597402597","18.181818181818183","12.012987012987013","53.571428571428569","30.844155844155846","9.0909090909090917","4.5999999999999996","36.299999999999997","37.9","21.2",3.08441558441558,-4.352786938
"195","E34002285","Shirebrook BUA",10885,"Small Towns","East Midlands","Non-coastal","Smaller non-coastal town","E30000240","Mansfield","Majority town and city (Large Towns)","Mixed","Higher deprivation towns","No university","Low",127,55.0335570469799,60.6299212598425,78.740157480315,39.3700787401575,"23.622047244094489","26.771653543307089","18.110236220472441","53.543307086614178","28.346456692913385","10.236220472440944","*","36","47.2","*",3.20472440944882,-4.05910281
"196","E34002367","Sherborne BUA",9523,"Small Towns","South West","Non-coastal","Smaller non-coastal town","E30000293","Yeovil","Majority rural","Working","Mid deprivation towns","No university","Medium",85,71.4285714285714,43.5294117647059,82.3529411764706,38.8235294117647,"29.411764705882355","25.882352941176475","18.823529411764707","60","31.764705882352938","*","*","32.5","47","*",3.14117647058824,-4.049786694
"197","E34002384","Silsden BUA",7912,"Small Towns","Yorkshire and The Humber","Non-coastal","Smaller non-coastal town","E30000018","Bradford","Majority conurbation","Residential","Lower deprivation towns","No university","Medium",84,79.5180722891566,66.6666666666667,95.2380952380952,55.952380952381,"41.666666666666671","29.761904761904763","16.666666666666664","61.904761904761905","27.380952380952383","*","*","17.600000000000001","40","41.2",4.02380952380952,3.181615951
"198","E34002432","Willington (County Durham) BUA",6633,"Small Towns","North East","Non-coastal","Smaller non-coastal town","E30000203","Durham and Bishop Auckland","Majority rural","Residential","Higher deprivation towns","No university","Low",69,68.4210526315789,65.2173913043478,94.2028985507246,43.4782608695652,"21.739130434782609","30.434782608695656","20.289855072463769","30.434782608695656","*","24.637681159420293","*","31.4","45.7","*",3.27536231884058,-1.466742587
"199","E34002433","South Molton BUA",5108,"Small Towns","South West","Non-coastal","Smaller non-coastal town","E30000162","Barnstaple","Majority rural","Working","Higher deprivation towns","No university","Low",62,57.6271186440678,41.9354838709677,70.9677419354839,33.8709677419355,"24.193548387096776","29.032258064516132","*","45.161290322580641","24.193548387096776","*","*","41.9","40.299999999999997","*",2.98387096774194,-6.711417914
"200","E34002446","Honiton BUA",11483,"Small Towns","South West","Non-coastal","Smaller non-coastal town","E30000206","Exeter","Majority town and city (Large Towns)","Working","Mid deprivation towns","No university","Low",135,70,48.1481481481481,87.3134328358209,43.2835820895522,"25.925925925925924","20","17.037037037037038","62.222222222222221","28.148148148148149","*","*","28.4","47.8","22.4",3.34074074074074,-2.805766898
"201","E34002470","Chippenham (Wiltshire) BUA",35800,"Medium Towns","South West","Non-coastal","Large non-coastal town","E30000280","Trowbridge","Majority town and city (small)","Working","Lower deprivation towns","No university","Medium",507,75.6646216768916,64.2998027613412,85.4043392504931,53.4516765285996,"35.502958579881657","16.370808678500985","10.453648915187378","50.098619329388562","27.021696252465482","5.5226824457593686","3.7","22","43.8","30.5",3.57593688362919,1.023815376
"202","E34002474","Gillingham (North Dorset) BUA",11278,"Small Towns","South West","Non-coastal","Smaller non-coastal town","E30000172","Blandford Forum and Gillingham","Majority rural","Mixed","Lower deprivation towns","No university","Low",140,74.8299319727891,65,86.4285714285714,58.5714285714286,"32.142857142857146","16.428571428571427","14.285714285714285","54.285714285714285","35","*","*","22.5","51.4","25.4",3.52857142857143,1.321650638
"203","E34002475","Redbourn BUA",5113,"Small Towns","East of England","Non-coastal","Smaller non-coastal town","E30000237","Luton","Majority town and city (Large Towns)","Residential","Lower deprivation towns","No university","High",56,74.5098039215686,76.7857142857143,92.8571428571429,75,"62.5","*","*","37.5","*","*","*","*","29.8","61.4",4.69642857142857,7.172221185
"204","E34002505","West Mersea BUA",7057,"Small Towns","East of England","Coastal","Smaller seaside town","E30000193","Colchester","Majority town and city (Large Towns)","Residential","Lower deprivation towns","No university","Medium",67,67.6470588235294,65.6716417910448,80.5970149253731,58.2089552238806,"37.313432835820898","25.373134328358208","17.910447761194028","49.253731343283583","22.388059701492537","*","*","25.4","44.8","*",3.59701492537313,0.701730546
"205","E34002511","Tring BUA",11929,"Small Towns","East of England","Non-coastal","Smaller non-coastal town","E30000237","Luton","Majority town and city (Large Towns)","Mixed","Lower deprivation towns","No university","High",141,86.013986013986,69.5035460992908,87.9432624113475,69.5035460992908,"53.191489361702125","11.347517730496454","*","42.553191489361701","17.021276595744681","*","*","16.100000000000001","36.4","45.5",4.09929078014184,5.649712778
